"2004/05";"2005/06";"2006/07";"2007/08";"2008/09";"2009/10";"2010/11";"2011/12";"2012/13";"2013/14";"2014/15";"2015/16";"2016/17";"2017/18";"2018/19";"2019/20";"2020/21";"2021/22";"2022/23"
61.4;63.6;64.7;67.2;70.2;71.9;74.0;75.9;75.6;75.0;76.8;78.1;78.7;80.4;81.7;82.8;82.5;83.7;84.6
